RFM, KL, -0.9918431652426376
RFM, ASRV, -0.9900064970497574
RFM, CHPM, -0.9849656428888556
RFM, SSY, -0.9655080978566469
RFM, VXZ, -0.9589626932826939
RCP, VTIQW, -0.9415521190538606
AGNC, VTIQW, -0.936386956545025
RFM, GNAF, -0.933753256906821
RFM, SEED, -0.9282509378034529
RFM, AOSL, -0.9274756438548543
